date,scheme,block,chainage_m,elevation_m,pipe_diameter_mm,pipe_material,pipe_length_m,flow_lps,expected_pressure_m,measured_pressure_m,number_of_offtakes,irrigation_duration_hr,pressure_difference_m,estimated_head_loss_m,hydraulic_status
2024-06-11,Kibugu-Nguviu,G,2553.9,959.1,40,HDPE,781.5,6.7,46.9,43.21,6,4.49,-3.69,3.69,Normal
2024-06-12,Runyenjes East,B,4172.4,1071.1,75,HDPE,568.6,5.94,42.55,44.03,6,1.29,1.48,0.0,Normal
2024-06-12,Embu Green,A,2911.5,1071.3,75,PVC,485.3,5.22,47.51,44.37,8,2.14,-3.14,3.14,Normal
2024-06-12,Runyenjes East,E,4265.6,1180.0,32,HDPE,715.8,1.42,38.36,32.87,11,0.95,-5.49,5.49,Normal
2024-06-12,Runyenjes East,C,4302.7,1180.0,50,PVC,392.9,3.74,41.46,40.5,3,1.06,-0.96,0.96,Normal
2024-06-12,Runyenjes East,A,3613.9,1028.6,75,GI,573.4,4.04,47.7,45.98,7,2.88,-1.72,1.72,Normal
2024-06-12,Kibugu-Nguviu,A,2177.8,1182.4,25,PVC,415.8,9.28,42.73,39.6,1,5.14,-3.13,3.13,Normal
2024-06-13,Embu Green,C,2294.3,1290.8,25,GI,304.2,8.02,36.97,31.75,6,5.48,-5.22,5.22,Normal
2024-06-13,Kibugu-Nguviu,A,3792.4,1056.3,32,PVC,706.4,7.8,45.16,47.62,7,4.59,2.46,0.0,Normal
2024-06-13,Mwea Smallholder,A,2294.7,1232.7,63,PVC,462.1,8.19,31.95,31.43,7,1.82,-0.52,0.52,Normal
2024-06-13,Kibugu-Nguviu,D,4506.8,1279.5,40,HDPE,497.8,4.42,34.14,35.92,11,2.54,1.78,0.0,Normal
2024-06-13,Runyenjes East,F,2126.4,981.3,75,PVC,243.7,2.47,52.77,50.07,3,4.85,-2.7,2.7,High Pressure
2024-06-13,Embu Green,E,23.4,1257.1,90,GI,590.5,4.8,32.07,36.08,9,6.6,4.01,0.0,Normal
2024-06-13,Runyenjes East,G,3914.0,1122.7,25,PVC,350.3,6.04,35.7,31.28,8,7.12,-4.42,4.42,Normal
2024-06-13,Mwea Smallholder,F,96.9,1194.1,63,PVC,116.6,2.64,39.81,44.44,1,6.47,4.63,0.0,Normal
2024-06-13,Embu Green,E,3827.8,1197.3,40,PVC,507.1,7.24,36.45,32.51,11,3.03,-3.94,3.94,Normal
2024-06-13,Runyenjes East,B,227.7,1182.4,75,HDPE,779.7,4.34,36.73,32.74,5,4.93,-3.99,3.99,Normal
2024-06-13,Kibugu-Nguviu,G,4363.3,956.2,25,HDPE,190.7,5.79,54.19,50.68,9,1.35,-3.51,3.51,High Pressure
2024-06-13,Mwea Smallholder,F,4845.8,1256.2,75,GI,752.3,1.78,36.1,34.73,6,4.84,-1.37,1.37,Normal
2024-06-14,Runyenjes East,A,3200.6,1165.5,25,PVC,280.3,7.27,39.72,30.58,9,6.87,-9.14,9.14,Normal
2024-06-14,Runyenjes East,H,3814.9,1194.3,40,HDPE,289.2,4.04,39.95,38.24,9,1.31,-1.71,1.71,Normal
2024-06-14,Embu Green,F,4299.5,1316.8,75,PVC,204.7,3.66,38.38,37.5,9,4.89,-0.88,0.88,Normal
2024-06-14,Embu Green,C,1493.7,1015.8,32,HDPE,589.3,4.12,43.71,43.54,5,0.78,-0.17,0.17,Normal
2024-06-14,Kibugu-Nguviu,D,1149.7,1127.3,90,PVC,690.5,4.84,42.89,40.99,9,7.38,-1.9,1.9,Normal
2024-06-14,Runyenjes East,F,4238.7,1142.2,50,PVC,494.0,6.75,41.96,37.36,3,6.88,-4.6,4.6,Normal
2024-06-14,Embu Green,B,97.6,1291.0,32,PVC,111.0,3.14,32.16,32.46,4,5.33,0.3,0.0,Normal
2024-06-14,Kibugu-Nguviu,G,3624.6,1261.8,50,PVC,604.9,6.0,32.37,32.48,2,3.89,0.11,0.0,Normal
2024-06-14,Embu Green,F,1530.4,1044.7,50,PVC,63.2,4.36,50.61,47.17,10,5.94,-3.44,3.44,Normal
2024-06-14,Runyenjes East,A,3933.4,1119.2,32,HDPE,401.5,3.36,46.21,49.02,11,2.83,2.81,0.0,Normal
2024-06-14,Mwea Smallholder,D,1885.6,1239.6,90,PVC,522.9,2.54,29.86,32.28,6,1.83,2.42,0.0,Normal
2024-06-14,Embu Green,H,1628.9,1025.3,50,PVC,78.7,6.78,49.49,52.07,6,1.85,2.58,0.0,High Pressure
2024-06-14,Runyenjes East,F,2084.9,1138.4,90,PVC,318.2,4.21,43.19,42.58,11,6.58,-0.61,0.61,Normal
2024-06-15,Mwea Smallholder,B,2877.1,1034.2,50,PVC,744.4,9.99,40.21,36.61,5,5.67,-3.6,3.6,Normal
2024-06-15,Embu Green,H,2508.5,1151.3,63,HDPE,676.5,4.29,42.93,46.5,2,2.34,3.57,0.0,Normal
2024-06-15,Runyenjes East,F,3787.5,1227.1,32,PVC,608.8,1.14,37.22,36.12,5,6.64,-1.1,1.1,Normal
2024-06-15,Kibugu-Nguviu,E,4605.2,1244.4,40,PVC,49.8,7.81,37.02,36.86,11,4.87,-0.16,0.16,Normal
2024-06-15,Kibugu-Nguviu,C,772.6,1320.9,90,PVC,61.8,3.51,36.94,39.81,1,7.67,2.87,0.0,Normal
2024-06-15,Embu Green,D,2103.6,1106.1,63,HDPE,672.4,6.33,34.33,32.1,3,1.07,-2.23,2.23,Normal
2024-06-15,Kibugu-Nguviu,E,542.4,1150.4,50,GI,42.4,7.33,44.0,36.49,7,4.15,-7.51,7.51,Normal
2024-06-16,Runyenjes East,C,1952.2,1337.9,63,HDPE,262.1,7.69,30.96,36.64,5,3.25,5.68,0.0,Normal
2024-06-16,Runyenjes East,A,3519.7,1029.6,50,PVC,711.9,5.78,46.01,49.36,9,3.85,3.35,0.0,Normal
2024-06-16,Embu Green,A,1556.1,1112.5,25,PVC,287.7,1.31,40.67,39.39,2,1.93,-1.28,1.28,Normal
2024-06-16,Embu Green,H,1364.0,983.4,63,HDPE,491.2,3.55,44.08,43.82,6,7.37,-0.26,0.26,Normal
2024-06-16,Runyenjes East,D,3603.7,1228.4,75,PVC,93.3,3.93,43.53,47.21,5,7.56,3.68,0.0,Normal
2024-06-16,Mwea Smallholder,G,755.0,1323.1,32,PVC,331.7,6.16,28.02,28.66,2,2.34,0.64,0.0,Normal
2024-06-17,Runyenjes East,C,4697.1,989.1,32,PVC,737.9,7.23,45.62,46.3,5,3.89,0.68,0.0,Normal
2024-06-17,Mwea Smallholder,G,499.4,1163.6,90,HDPE,134.7,4.82,41.72,37.61,7,0.89,-4.11,4.11,Normal
2024-06-17,Embu Green,C,4768.4,966.7,40,PVC,441.7,6.07,48.48,51.32,1,2.52,2.84,0.0,High Pressure
2024-06-17,Kibugu-Nguviu,D,2917.8,1148.0,32,PVC,487.8,3.2,38.34,30.99,6,7.24,-7.35,7.35,Normal
2024-06-17,Runyenjes East,B,3513.3,1185.6,50,HDPE,729.8,6.34,34.0,38.73,7,2.62,4.73,0.0,Normal
2024-06-17,Mwea Smallholder,G,4905.1,966.1,40,PVC,490.5,4.07,52.56,56.8,7,5.97,4.24,0.0,High Pressure
2024-06-17,Mwea Smallholder,B,897.3,1289.3,63,PVC,459.0,5.4,32.7,31.83,10,3.85,-0.87,0.87,Normal
2024-06-17,Embu Green,C,1936.8,1182.0,40,PVC,125.5,3.93,47.15,42.4,7,3.48,-4.75,4.75,Normal
2024-06-18,Runyenjes East,E,1539.0,1064.9,25,PVC,764.1,4.48,38.32,36.39,4,6.45,-1.93,1.93,Normal
2024-06-18,Runyenjes East,C,3469.3,1263.4,63,HDPE,524.2,2.31,31.06,28.58,1,1.54,-2.48,2.48,Normal
2024-06-18,Runyenjes East,H,4799.5,1020.5,90,PVC,310.9,5.32,46.45,40.41,1,7.86,-6.04,6.04,Normal
2024-06-18,Runyenjes East,F,4218.5,978.5,25,HDPE,451.8,4.9,44.62,42.03,11,7.31,-2.59,2.59,Normal
2024-06-18,Runyenjes East,G,196.1,1109.2,40,PVC,378.3,3.8,45.53,39.58,10,0.89,-5.95,5.95,Normal
2024-06-18,Runyenjes East,E,545.1,1095.3,40,GI,103.1,7.0,44.45,49.78,2,2.98,5.33,0.0,Normal
2024-06-18,Runyenjes East,H,3931.2,1345.8,32,PVC,229.1,4.84,35.24,41.32,4,7.06,6.08,0.0,Normal
2024-06-19,Mwea Smallholder,C,2066.7,1119.0,25,PVC,472.9,6.17,41.21,42.95,2,7.24,1.74,0.0,Normal
2024-06-19,Runyenjes East,C,1199.0,1344.4,50,HDPE,642.8,6.41,32.81,30.76,9,2.21,-2.05,2.05,Normal
2024-06-19,Kibugu-Nguviu,G,2991.5,1244.6,90,HDPE,138.2,4.89,38.6,34.78,2,6.94,-3.82,3.82,Normal
2024-06-19,Embu Green,E,3368.3,1077.4,50,PVC,481.2,4.78,38.23,43.01,4,1.16,4.78,0.0,Normal
2024-06-19,Runyenjes East,D,3685.2,1310.2,40,GI,447.3,4.33,30.42,34.71,1,4.07,4.29,0.0,Normal
2024-06-19,Mwea Smallholder,B,1596.6,1308.2,50,PVC,548.9,6.56,34.23,29.71,7,0.89,-4.52,4.52,Normal
2024-06-19,Mwea Smallholder,G,95.2,1015.2,63,PVC,682.8,6.63,41.4,38.8,2,6.01,-2.6,2.6,Normal
2024-06-19,Mwea Smallholder,H,3439.1,1047.6,40,PVC,250.9,1.58,51.71,52.96,4,2.54,1.25,0.0,High Pressure
2024-06-20,Embu Green,C,3474.1,1194.4,63,PVC,742.9,3.61,35.57,29.98,11,1.76,-5.59,5.59,Normal
2024-06-20,Mwea Smallholder,E,3848.0,1184.5,25,HDPE,749.6,3.42,39.96,36.06,7,1.84,-3.9,3.9,Normal
2024-06-21,Mwea Smallholder,C,4631.6,1087.2,63,PVC,751.3,3.97,39.53,32.6,6,5.2,-6.93,6.93,Normal
2024-06-21,Embu Green,E,447.4,999.3,40,HDPE,262.4,2.31,46.78,44.9,6,6.32,-1.88,1.88,Normal
2024-06-21,Mwea Smallholder,F,510.0,1016.3,32,HDPE,30.8,3.9,51.29,49.68,11,7.96,-1.61,1.61,Normal
2024-06-21,Runyenjes East,B,4640.5,1022.0,32,PVC,177.9,0.5,52.99,57.85,7,6.17,4.86,0.0,High Pressure
2024-06-21,Embu Green,B,4196.7,1246.7,25,PVC,772.3,8.61,33.54,34.07,9,0.56,0.53,0.0,Normal
2024-06-21,Runyenjes East,A,4536.8,1047.7,90,GI,491.1,2.88,49.04,41.9,11,1.36,-7.14,7.14,Normal
2024-06-22,Kibugu-Nguviu,E,2982.6,1192.4,32,PVC,660.3,6.33,42.61,39.76,3,7.55,-2.85,2.85,Normal
2024-06-22,Runyenjes East,B,4601.3,1129.6,63,PVC,206.1,4.79,48.34,47.85,10,1.42,-0.49,0.49,Normal
2024-06-22,Kibugu-Nguviu,F,230.1,1049.7,63,HDPE,36.3,6.88,48.51,39.89,11,1.39,-8.62,8.62,Normal
2024-06-22,Embu Green,G,2641.3,1182.8,40,PVC,559.9,8.21,36.82,24.55,4,7.17,-12.27,12.27,Normal
2024-06-22,Kibugu-Nguviu,C,4253.3,1127.7,40,PVC,243.2,6.54,39.19,39.32,8,4.16,0.13,0.0,Normal
2024-06-22,Runyenjes East,A,4782.2,1211.0,50,PVC,308.1,7.42,37.38,42.48,9,5.46,5.1,0.0,Normal
2024-06-22,Embu Green,A,682.9,1099.8,90,PVC,301.3,2.35,45.52,38.08,4,2.8,-7.44,7.44,Normal
2024-06-22,Mwea Smallholder,F,3973.5,1266.8,50,HDPE,585.4,5.49,29.84,30.35,3,2.31,0.51,0.0,Normal
2024-06-22,Runyenjes East,G,4270.0,1018.1,32,HDPE,563.3,3.38,45.05,48.78,4,6.23,3.73,0.0,Normal
2024-06-23,Runyenjes East,A,1998.8,1270.8,32,HDPE,149.5,3.43,38.52,47.71,7,2.73,9.19,0.0,Normal
2024-06-23,Runyenjes East,C,2151.1,1149.6,50,PVC,448.1,4.28,45.09,41.07,11,2.97,-4.02,4.02,Normal
2024-06-23,Embu Green,C,911.3,1214.8,50,HDPE,448.6,7.47,42.15,39.5,1,4.34,-2.65,2.65,Normal
2024-06-23,Mwea Smallholder,A,2315.3,1146.6,25,HDPE,315.5,12.0,45.82,47.16,5,6.49,1.34,0.0,Normal
2024-06-23,Embu Green,A,3400.9,1343.2,40,PVC,598.9,3.71,28.79,30.29,7,0.67,1.5,0.0,Normal
2024-06-23,Runyenjes East,H,4580.6,1084.5,63,PVC,506.0,3.22,36.9,34.09,7,2.4,-2.81,2.81,Normal
2024-06-23,Kibugu-Nguviu,F,3536.9,1088.8,75,HDPE,141.9,5.12,43.6,39.46,6,2.37,-4.14,4.14,Normal
2024-06-23,Embu Green,G,4790.5,1120.5,32,HDPE,498.6,5.3,34.68,31.43,4,3.01,-3.25,3.25,Normal
2024-06-23,Runyenjes East,F,3585.0,1265.8,40,PVC,301.9,6.11,30.21,25.28,9,5.01,-4.93,4.93,Normal
2024-06-24,Runyenjes East,G,1386.9,1347.9,75,HDPE,531.6,2.19,27.61,23.35,1,5.27,-4.26,4.26,Normal
2024-06-24,Runyenjes East,F,629.1,1037.6,63,HDPE,786.6,5.77,41.63,42.36,10,1.36,0.73,0.0,Normal
2024-06-24,Runyenjes East,B,4498.1,1214.0,25,PVC,556.8,6.06,37.68,38.04,8,5.11,0.36,0.0,Normal
2024-06-24,Kibugu-Nguviu,A,3282.1,1200.1,40,HDPE,620.8,6.07,30.18,26.01,5,6.47,-4.17,4.17,Normal
2024-06-24,Mwea Smallholder,B,568.0,1184.4,25,PVC,476.1,3.78,40.0,42.1,6,1.21,2.1,0.0,Normal
2024-06-25,Runyenjes East,H,17.9,1116.7,25,HDPE,489.0,4.21,43.92,50.25,6,3.75,6.33,0.0,High Pressure
2024-06-25,Runyenjes East,G,3636.1,1103.5,40,PVC,154.2,0.5,46.69,40.92,8,2.56,-5.77,5.77,Normal
2024-06-25,Runyenjes East,F,4529.1,998.2,32,HDPE,88.8,4.3,48.33,41.63,10,1.83,-6.7,6.7,Normal
2024-06-25,Runyenjes East,H,928.6,1105.3,50,PVC,46.5,7.33,47.98,45.39,10,1.06,-2.59,2.59,Normal
2024-06-25,Kibugu-Nguviu,B,362.3,1289.3,50,PVC,399.6,5.74,34.08,33.93,1,5.45,-0.15,0.15,Normal
2024-06-25,Embu Green,F,106.9,1266.9,40,PVC,314.6,3.68,39.19,31.46,7,2.0,-7.73,7.73,Normal
2024-06-25,Embu Green,G,3273.8,1344.4,90,HDPE,616.9,3.85,35.72,37.05,11,3.81,1.33,0.0,Normal
2024-06-25,Runyenjes East,F,3757.7,1282.0,63,PVC,624.9,5.55,28.5,27.43,3,1.81,-1.07,1.07,Normal
2024-06-25,Runyenjes East,D,3170.5,950.7,63,PVC,294.3,7.58,51.37,51.28,7,6.78,-0.09,0.09,High Pressure
2024-06-25,Runyenjes East,C,4931.4,1104.1,40,GI,244.5,5.59,44.81,39.83,8,2.58,-4.98,4.98,Normal
2024-06-25,Embu Green,F,385.2,982.9,63,PVC,69.2,7.65,52.64,49.63,6,2.97,-3.01,3.01,Normal
2024-06-26,Kibugu-Nguviu,B,4585.0,986.3,50,PVC,734.3,4.31,41.07,33.77,3,7.45,-7.3,7.3,Normal
2024-06-26,Mwea Smallholder,G,1824.1,1158.2,40,PVC,498.9,4.49,41.24,44.21,1,4.21,2.97,0.0,Normal
2024-06-26,Kibugu-Nguviu,C,2134.1,1004.3,63,PVC,335.1,5.69,44.66,40.14,8,7.2,-4.52,4.52,Normal
2024-06-26,Runyenjes East,G,2934.3,1027.3,90,PVC,785.7,7.76,41.37,44.86,7,1.63,3.49,0.0,Normal
2024-06-26,Mwea Smallholder,H,3864.9,1270.7,75,PVC,432.9,9.71,40.07,33.1,1,5.74,-6.97,6.97,Normal
2024-06-26,Runyenjes East,D,4957.0,1068.3,40,PVC,760.7,5.94,41.18,46.64,1,3.92,5.46,0.0,Normal
2024-06-26,Kibugu-Nguviu,H,2661.4,1160.9,63,PVC,114.1,7.8,44.08,47.12,4,7.16,3.04,0.0,Normal
2024-06-26,Kibugu-Nguviu,G,2369.6,1328.9,32,PVC,291.0,7.45,30.58,33.66,8,5.56,3.08,0.0,Normal
2024-06-26,Runyenjes East,D,4962.1,1257.8,90,PVC,371.3,5.38,37.94,43.37,8,4.27,5.43,0.0,Normal
2024-06-26,Runyenjes East,B,4722.6,1013.6,40,HDPE,285.2,6.06,55.11,53.9,11,7.56,-1.21,1.21,High Pressure
2024-06-27,Embu Green,D,573.2,1115.8,50,PVC,773.0,2.84,36.99,39.08,1,2.26,2.09,0.0,Normal
2024-06-27,Kibugu-Nguviu,C,4910.3,1220.9,32,PVC,439.9,8.05,43.09,39.32,4,4.37,-3.77,3.77,Normal
2024-06-27,Embu Green,H,1959.4,1238.9,40,HDPE,637.3,4.68,39.59,38.45,10,5.29,-1.14,1.14,Normal
2024-06-27,Mwea Smallholder,B,4940.4,1194.6,25,HDPE,244.5,5.19,40.96,38.09,8,5.87,-2.87,2.87,Normal
2024-06-27,Kibugu-Nguviu,G,4979.3,1230.3,40,PVC,90.0,6.86,41.54,40.66,3,2.18,-0.88,0.88,Normal
2024-06-27,Mwea Smallholder,B,295.9,1065.8,75,PVC,695.8,5.44,42.12,54.92,10,1.96,12.8,0.0,High Pressure
2024-06-27,Kibugu-Nguviu,A,3172.3,1317.1,63,PVC,653.3,3.84,34.19,42.81,4,6.11,8.62,0.0,Normal
2024-06-27,Runyenjes East,G,4025.4,1319.3,90,PVC,428.7,5.12,38.1,40.85,4,4.02,2.75,0.0,Normal
2024-06-27,Mwea Smallholder,D,2549.3,1281.1,90,PVC,44.6,4.65,45.14,43.86,9,7.78,-1.28,1.28,Normal
2024-06-28,Kibugu-Nguviu,B,438.5,1114.1,50,PVC,43.7,3.73,46.19,51.56,3,6.56,5.37,0.0,High Pressure
2024-06-28,Kibugu-Nguviu,E,1093.9,1220.2,63,PVC,622.3,4.64,32.41,29.27,4,3.17,-3.14,3.14,Normal
2024-06-28,Mwea Smallholder,D,2871.5,1027.6,50,HDPE,149.4,6.57,50.59,57.71,3,5.13,7.12,0.0,High Pressure
2024-06-28,Runyenjes East,B,4037.9,1199.9,25,HDPE,770.0,4.88,38.88,36.73,9,1.19,-2.15,2.15,Normal
2024-06-28,Runyenjes East,H,2804.5,1263.2,32,PVC,122.5,2.92,39.27,31.16,7,6.3,-8.11,8.11,Normal
2024-06-28,Mwea Smallholder,A,3853.8,1324.0,50,GI,247.1,5.38,35.05,31.79,4,4.88,-3.26,3.26,Normal
2024-06-28,Runyenjes East,A,4188.5,1345.2,25,PVC,529.2,6.22,26.12,19.51,1,3.67,-6.61,6.61,Normal
2024-06-28,Mwea Smallholder,D,1545.5,1291.6,90,HDPE,796.6,3.24,28.0,23.48,8,1.35,-4.52,4.52,Normal
2024-06-28,Kibugu-Nguviu,G,4053.7,1012.9,50,PVC,84.6,3.15,48.43,52.09,3,2.25,3.66,0.0,High Pressure
2024-06-28,Runyenjes East,G,306.1,1102.2,50,PVC,798.5,3.48,38.85,35.68,6,2.2,-3.17,3.17,Normal
2024-06-29,Kibugu-Nguviu,D,4175.4,1057.8,75,HDPE,408.6,1.42,45.98,45.89,8,6.53,-0.09,0.09,Normal
2024-06-29,Mwea Smallholder,F,1583.1,1062.9,32,PVC,254.0,7.73,49.04,47.18,10,1.77,-1.86,1.86,Normal
2024-06-29,Embu Green,G,100.5,1331.1,50,PVC,560.6,4.23,27.73,23.78,2,7.99,-3.95,3.95,Normal
2024-06-29,Kibugu-Nguviu,F,1173.0,1309.7,63,HDPE,59.6,1.86,38.5,38.77,8,5.42,0.27,0.0,Normal
2024-06-30,Kibugu-Nguviu,E,431.9,1056.9,40,PVC,202.0,5.72,48.28,45.02,8,5.82,-3.26,3.26,Normal
2024-06-30,Runyenjes East,G,1563.1,1184.4,32,HDPE,45.0,5.9,47.46,51.78,10,1.71,4.32,0.0,High Pressure
2024-06-30,Embu Green,A,4442.2,1206.2,40,HDPE,173.7,7.43,39.18,33.53,2,4.94,-5.65,5.65,Normal
2024-06-30,Runyenjes East,A,976.8,1202.3,25,PVC,202.3,5.42,37.16,39.48,7,1.11,2.32,0.0,Normal
2024-06-30,Embu Green,H,1474.3,990.5,63,HDPE,736.2,6.74,39.04,35.63,8,4.38,-3.41,3.41,Normal
2024-06-30,Embu Green,C,3853.3,1137.3,90,PVC,567.4,8.98,39.22,36.03,6,2.97,-3.19,3.19,Normal
2024-06-30,Kibugu-Nguviu,G,3430.7,1051.2,90,PVC,794.8,4.35,43.13,51.1,1,1.6,7.97,0.0,High Pressure
2024-06-30,Mwea Smallholder,G,758.5,1111.8,90,PVC,129.7,5.54,46.19,32.97,11,5.62,-13.22,13.22,Normal
2024-07-01,Mwea Smallholder,D,2960.8,1140.0,75,PVC,164.7,3.55,38.05,38.18,5,4.15,0.13,0.0,Normal
2024-07-01,Runyenjes East,H,1351.3,1023.6,75,HDPE,180.5,6.0,48.93,45.78,4,5.95,-3.15,3.15,Normal
2024-07-01,Runyenjes East,E,3880.6,1060.2,90,GI,590.1,3.81,39.79,44.64,2,1.88,4.85,0.0,Normal
2024-07-01,Mwea Smallholder,D,4473.4,1204.2,63,PVC,615.6,5.0,32.38,28.54,3,6.3,-3.84,3.84,Normal
2024-07-01,Mwea Smallholder,D,3771.1,1078.2,63,PVC,232.5,6.79,53.39,56.79,11,5.49,3.4,0.0,High Pressure
2024-07-01,Kibugu-Nguviu,D,2735.1,951.1,63,PVC,390.2,6.37,49.25,60.47,9,7.58,11.22,0.0,High Pressure
2024-07-01,Embu Green,G,2945.8,1012.6,40,HDPE,274.4,3.44,48.0,40.94,4,2.72,-7.06,7.06,Normal
2024-07-02,Embu Green,G,2522.7,1013.3,90,HDPE,480.9,6.01,45.31,43.23,1,4.21,-2.08,2.08,Normal
2024-07-02,Mwea Smallholder,G,1111.1,1047.9,40,PVC,352.3,4.6,44.08,50.9,3,7.75,6.82,0.0,High Pressure
2024-07-02,Runyenjes East,A,2640.3,1017.1,40,PVC,313.3,2.91,45.63,47.52,7,6.48,1.89,0.0,Normal
2024-07-02,Runyenjes East,F,3532.4,1238.5,75,HDPE,111.3,4.08,44.72,42.01,3,1.67,-2.71,2.71,Normal
2024-07-03,Runyenjes East,F,3027.9,1207.7,50,PVC,348.9,5.8,41.13,45.68,9,6.9,4.55,0.0,Normal
2024-07-03,Mwea Smallholder,D,1628.0,1088.1,63,PVC,124.3,3.9,49.44,39.84,1,7.47,-9.6,9.6,Normal
2024-07-03,Mwea Smallholder,A,44.5,1001.5,75,HDPE,782.5,4.38,43.59,32.83,1,7.44,-10.76,10.76,Normal
2024-07-03,Runyenjes East,D,4911.0,1096.2,63,GI,121.0,6.29,48.03,34.12,10,4.63,-13.91,13.91,Normal
2024-07-03,Mwea Smallholder,H,1602.5,1164.1,40,PVC,260.7,6.98,43.05,39.83,1,5.86,-3.22,3.22,Normal
2024-07-03,Kibugu-Nguviu,E,2681.3,1301.0,50,HDPE,59.6,5.8,39.51,34.86,7,7.05,-4.65,4.65,Normal
2024-07-03,Kibugu-Nguviu,H,599.3,1312.9,90,PVC,511.1,2.06,30.37,24.44,10,4.81,-5.93,5.93,Normal
2024-07-03,Embu Green,B,1216.1,1162.1,40,PVC,703.1,8.79,34.21,31.92,2,6.83,-2.29,2.29,Normal
2024-07-03,Embu Green,F,1313.3,1076.1,50,PVC,81.4,6.82,50.39,50.89,9,1.74,0.5,0.0,High Pressure
2024-07-03,Embu Green,E,3838.6,958.7,40,PVC,675.9,5.03,52.75,55.85,3,4.39,3.1,0.0,High Pressure
2024-07-03,Mwea Smallholder,A,1960.0,1336.2,50,PVC,196.7,5.76,30.78,32.95,10,2.26,2.17,0.0,Normal
2024-07-03,Kibugu-Nguviu,B,2021.6,1195.8,25,HDPE,368.5,9.41,41.36,43.19,3,7.34,1.83,0.0,Normal
2024-07-04,Embu Green,H,3881.0,1044.2,75,PVC,599.0,6.63,39.73,33.33,11,1.7,-6.4,6.4,Normal
2024-07-04,Mwea Smallholder,A,4796.5,992.1,25,PVC,90.9,4.42,43.33,36.5,3,7.14,-6.83,6.83,Normal
2024-07-04,Runyenjes East,E,1979.0,1088.4,50,PVC,337.8,4.26,40.5,40.21,6,4.23,-0.29,0.29,Normal
2024-07-04,Kibugu-Nguviu,D,1106.4,1220.8,63,PVC,771.4,7.28,36.07,26.61,7,7.82,-9.46,9.46,Normal
2024-07-04,Mwea Smallholder,A,2009.4,1154.7,25,HDPE,460.7,1.62,37.62,31.39,9,0.9,-6.23,6.23,Normal
2024-07-04,Embu Green,C,2297.1,1211.8,25,PVC,371.2,4.73,36.89,35.4,6,4.23,-1.49,1.49,Normal
2024-07-05,Mwea Smallholder,A,77.9,1102.9,75,HDPE,376.7,4.93,39.45,28.84,7,7.61,-10.61,10.61,Normal
2024-07-05,Runyenjes East,B,859.5,1056.2,63,PVC,776.2,6.67,42.1,38.94,6,5.05,-3.16,3.16,Normal
2024-07-05,Mwea Smallholder,F,1734.2,1109.9,40,PVC,318.9,5.49,43.4,44.22,3,1.54,0.82,0.0,Normal
2024-07-05,Runyenjes East,A,3300.9,1038.6,25,PVC,226.8,6.51,48.27,51.57,4,3.46,3.3,0.0,High Pressure
2024-07-05,Embu Green,G,3582.6,1143.7,32,PVC,572.2,3.81,44.71,38.27,10,7.85,-6.44,6.44,Normal
2024-07-05,Embu Green,A,1635.4,1160.2,90,HDPE,120.0,8.86,43.1,33.88,8,4.74,-9.22,9.22,Normal
2024-07-06,Kibugu-Nguviu,A,2919.2,967.2,25,PVC,623.0,1.72,43.19,42.93,8,4.07,-0.26,0.26,Normal
2024-07-06,Runyenjes East,G,4078.7,991.6,75,PVC,180.1,4.01,47.89,47.53,1,5.44,-0.36,0.36,Normal
2024-07-06,Mwea Smallholder,C,2958.3,1269.0,40,PVC,738.9,5.12,29.98,26.73,9,6.9,-3.25,3.25,Normal
2024-07-06,Embu Green,G,130.5,1170.3,63,HDPE,278.2,7.15,43.44,39.76,9,1.46,-3.68,3.68,Normal
2024-07-06,Mwea Smallholder,H,1383.1,1256.5,63,PVC,433.8,4.11,37.6,38.18,3,1.62,0.58,0.0,Normal
2024-07-06,Runyenjes East,D,735.4,1211.9,50,HDPE,374.4,4.84,40.6,42.32,8,6.05,1.72,0.0,Normal
2024-07-06,Embu Green,C,4018.0,1115.3,32,PVC,120.8,1.89,44.88,51.19,3,1.26,6.31,0.0,High Pressure
2024-07-06,Embu Green,G,3178.6,1213.5,32,HDPE,204.2,3.06,45.44,37.5,10,5.36,-7.94,7.94,Normal
2024-07-06,Embu Green,C,3852.4,1251.0,32,PVC,710.9,4.87,36.16,26.83,1,3.97,-9.33,9.33,Normal
2024-07-06,Mwea Smallholder,B,4100.7,1339.5,63,GI,583.9,4.51,29.65,35.42,8,0.66,5.77,0.0,Normal
2024-07-06,Runyenjes East,B,4152.0,1221.7,90,HDPE,414.6,5.96,41.12,42.62,3,7.47,1.5,0.0,Normal
2024-07-07,Runyenjes East,C,2735.1,1345.8,50,PVC,307.5,9.27,29.94,23.81,11,1.52,-6.13,6.13,Normal
2024-07-07,Kibugu-Nguviu,D,2123.8,1193.0,75,HDPE,95.2,3.39,43.96,41.43,1,5.41,-2.53,2.53,Normal
2024-07-07,Kibugu-Nguviu,G,410.8,976.9,50,PVC,273.5,7.85,46.56,47.59,8,3.35,1.03,0.0,Normal
2024-07-07,Kibugu-Nguviu,F,1846.0,1194.2,50,PVC,443.2,5.31,38.58,43.56,6,5.12,4.98,0.0,Normal
2024-07-08,Runyenjes East,H,722.3,983.6,32,PVC,120.0,2.74,52.35,48.25,6,2.42,-4.1,4.1,Normal
